Symbol,Name,Country,IPO Year,Sector,Industry
EDSA,Edesa Biotech Inc. Common Shares,United States,,Health Care,Major Pharmaceuticals
EDTK,Skillful Craftsman Education Technology Limited Ordinary Share,China,2020,Consumer Services,Other Consumer Services
EDTX,EdtechX Holdings Acquisition Corp. II Class A common stock,United Kingdom,2021,Finance,Business Services
EDTXU,EdtechX Holdings Acquisition Corp. II Unit,United Kingdom,2020,Finance,Business Services
EDTXW,EdtechX Holdings Acquisition Corp. II Warrant,United Kingdom,2021,Finance,Business Services
EDUC,Educational Development Corporation Common Stock,United States,,Consumer Durables,Consumer Specialties
EEFT,Euronet Worldwide Inc. Common Stock,United States,1997,Finance,Investment Bankers/Brokers/Service
EFOI,Energy Focus Inc. Common Stock,United States,,Consumer Durables,Building Products
EFSC,Enterprise Financial Services Corporation Common Stock,United States,,Finance,Major Banks
EGAN,eGain Corporation Common Stock,United States,1999,Technology,Computer Software: Prepackaged Software
EGBN,Eagle Bancorp Inc. Common Stock,United States,,Finance,Major Banks
EGLE,Eagle Bulk Shipping Inc. Common Stock,United States,,Transportation,Marine Transportation
EGOV,NIC Inc Common Stock,United States,1999,Miscellaneous,Business Services
EGRX,Eagle Pharmaceuticals Inc. Common Stock,United States,2014,Health Care,Major Pharmaceuticals
EH,EHang Holdings Limited ADS,China,2019,Capital Goods,Military/Government/Technical
EHTH,eHealth Inc. Common Stock,United States,2006,Finance,Specialty Insurers
EIGR,Eiger BioPharmaceuticals Inc. Common Stock,United States,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EJFAU,EJF Acquisition Corp. Unit,United States,2021,,
EKSO,Ekso Bionics Holdings Inc. Common Stock,United States,,Capital Goods,Industrial Machinery/Components
ELDN,Eledon Pharmaceuticals Inc. Common Stock,United States,2014,Health Care,Major Pharmaceuticals
ELOX,Eloxx Pharmaceuticals Inc. Common Stock,United States,,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ELSE,Electro-Sensors Inc. Common Stock,United States,,Capital Goods,Industrial Machinery/Components
ELTK,Eltek Ltd. Ordinary Shares,Israel,1997,Technology,Electrical Products
ELYS,Elys Game Technology Corp. Common Stock,Canada,,Technology,Computer Software: Prepackaged Software
EMCF,Emclaire Financial Corp Common Stock,United States,,Finance,Major Banks
EMKR,EMCORE Corporation Common Stock,United States,1997,Technology,Semiconductors
EML,Eastern Company (The) Common Stock,United States,,Capital Goods,Industrial Machinery/Components
ENDP,Endo International plc Ordinary Shares,Ireland,,Health Care,Major Pharmaceuticals
ENFAU,890 5th Avenue Partners Inc. Unit,United States,2021,Finance,Business Services
ENG,ENGlobal Corporation Common Stock,United States,,Consumer Services,Military/Government/Technical
ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,Israel,2014,Health Care,Major Pharmaceuticals
ENNVU,ECP Environmental Growth Opportunities Corp. Unit,United States,2021,Finance,Business Services
ENOB,Enochian Biosciences Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
ENPH,Enphase Energy Inc. Common Stock,United States,2012,Technology,Semiconductors
ENSG,The Ensign Group Inc. Common Stock,United States,2007,Health Care,Hospital/Nursing Management
ENTA,Enanta Pharmaceuticals Inc. Common Stock,United States,2013,Health Care,Major Pharmaceuticals
ENTG,Entegris Inc. Common Stock,United States,2000,Consumer Non-Durables,Plastic Products
ENTX,Entera Bio Ltd. Ordinary Shares,Israel,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENTXW,Entera Bio Ltd. Warrant,Israel,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENVB,Enveric Biosciences Inc. Common Stock,United States,,Technology,Semiconductors
ENVIU,Environmental Impact Acquisition Corp. Unit,United States,2021,Finance,Business Services
EOLS,Evolus Inc. Common Stock,United States,2018,Health Care,Major Pharmaceuticals
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,United States,,Miscellaneous,Industrial Machinery/Components
EOSEW,Eos Energy Enterprises Inc. Warrant,United States,,Miscellaneous,Industrial Machinery/Components
EPAY,Bottomline Technologies Inc. Common Stock,United States,1999,Technology,Computer Software: Prepackaged Software
EPHYU,Epiphany Technology Acquisition Corp. Unit,United States,2021,Finance,Business Services
EPIX,ESSA Pharma Inc. Common Stock,Canada,,Health Care,Major Pharmaceuticals
EPSN,Epsilon Energy Ltd. Common Share,United States,,Energy,Oil & Gas Production
EPZM,Epizyme Inc. Common Stock,United States,2013,Health Care,Major Pharmaceuticals
EQ,Equillium Inc. Common Stock,United States,2018,Health Care,Major Pharmaceuticals
EQBK,Equity Bancshares Inc. Class A Common Stock,United States,2015,Finance,Major Banks
EQIX,Equinix Inc. Common Stock REIT,United States,2000,Consumer Services,Real Estate Investment Trusts
EQOS,Diginex Limited Ordinary Shares,Singapore,2019,Finance,Business Services
EQOSW,Diginex Limited Warrant,Singapore,2019,Finance,Business Services
ERES,East Resources Acquisition Company Class A Common Stock,United States,2020,Finance,Business Services
ERESU,East Resources Acquisition Company Unit,United States,2020,Finance,Business Services
ERESW,East Resources Acquisition Company Warrant,United States,2020,Finance,Business Services
ERIC,Ericsson American Depositary Shares,Sweden,,Technology,Radio And Television Broadcasting And Communications Equipment
ERIE,Erie Indemnity Company Class A Common Stock,United States,,Finance,Specialty Insurers
ERII,Energy Recovery Inc. Common Stock,United States,2008,Technology,Industrial Machinery/Components
ERYP,Erytech Pharma S.A. American Depositary Shares,France,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ESBK,Elmira Savings Bank Elmira NY Common Stock,United States,,Finance,Major Banks
ESCA,Escalade Incorporated Common Stock,United States,,Consumer Non-Durables,Recreational Products/Toys
ESEA,Euroseas Ltd. Common Stock (Marshall Islands),Greece,,Transportation,Marine Transportation
ESGR,Enstar Group Limited Ordinary Shares,Bermuda,,Finance,Property-Casualty Insurers
ESGRO,Enstar Group Limited Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares Series E,Bermuda,,Finance,Property-Casualty Insurers
ESGRP,Enstar Group Limited Depositary Shares Each Representing 1/1000th of an interest in Preference Shares,Bermuda,,Finance,Property-Casualty Insurers
ESLT,Elbit Systems Ltd. Ordinary Shares,Israel,,Capital Goods,Military/Government/Technical
ESPR,Esperion Therapeutics Inc. Common Stock,United States,2013,Health Care,Major Pharmaceuticals
ESQ,Esquire Financial Holdings Inc. Common Stock,United States,2017,Finance,Commercial Banks
ESSA,ESSA Bancorp Inc. Common Stock,United States,,Finance,Banks
ESSC,East Stone Acquisition Corporation Ordinary Shares,United States,2020,Technology,Computer Software: Programming Data Processing
ESSCR,East Stone Acquisition Corporation Right,United States,2020,Technology,Computer Software: Programming Data Processing
ESSCU,East Stone Acquisition Corporation Unit,United States,2020,Technology,Computer Software: Programming Data Processing
ESSCW,East Stone Acquisition Corporation Warrant,United States,2020,Technology,Computer Software: Programming Data Processing
ESTA,Establishment Labs Holdings Inc. Common Shares,Costa Rica,2018,Health Care,Industrial Specialties
ESXB,Community Bankers Trust Corporation Common Stock (VA),United States,,Finance,Major Banks
ETAC,E.Merge Technology Acquisition Corp. Class A Common Stock,United States,2020,Finance,Business Services
ETACU,E.Merge Technology Acquisition Corp. Unit,United States,2020,Finance,Business Services
ETACW,E.Merge Technology Acquisition Corp. Warrant,United States,2020,Finance,Business Services
ETNB,89bio Inc. Common Stock,United States,2019,Health Care,Major Pharmaceuticals
ETON,Eton Pharmaceuticals Inc. Common Stock,United States,2018,Health Care,Major Pharmaceuticals
ETSY,Etsy Inc. Common Stock,United States,2015,Miscellaneous,Business Services
ETTX,Entasis Therapeutics Holdings Inc. Common Stock,United States,2018,Health Care,Major Pharmaceuticals
EUCR,Eucrates Biomedical Acquisition Corp. Ordinary Shares,United States,2020,Finance,Business Services
EUCRU,Eucrates Biomedical Acquisition Corp. Unit,United States,2020,Finance,Business Services
EUCRW,Eucrates Biomedical Acquisition Corp. Warrant,United States,2020,Finance,Business Services
EUSGU,European Sustainable Growth Acquisition Corp. Unit,United States,2021,Finance,Business Services
EVAX,Evaxion Biotech A/S American Depositary Share,Denmark,2021,,
EVBG,Everbridge Inc. Common Stock,United States,2016,Technology,Computer Software: Prepackaged Software
EVER,EverQuote Inc. Class A Common Stock,United States,2018,Technology,Computer Software: Programming Data Processing
EVFM,Evofem Biosciences Inc. Common Stock,United States,2014,Health Care,Major Pharmaceuticals
EVGN,Evogene Ltd Ordinary Shares,Israel,,Basic Industries,Agricultural Chemicals
EVK,Ever-Glory International Group Inc. Common Stock,China,,Consumer Non-Durables,Apparel
EVLO,Evelo Biosciences Inc. Common Stock,United States,2018,Health Care,Major Pharmaceuticals
EVOJU,Evo Acquisition Corp. Unit,United States,2021,Finance,Business Services
EVOK,Evoke Pharma Inc. Common Stock,United States,2013,Health Care,Major Pharmaceuticals
EVOL,Evolving Systems Inc. Common Stock,United States,1998,Technology,EDP Services
EVOP,EVO Payments Inc. Class A Common Stock,United States,2018,Miscellaneous,Business Services
EWBC,East West Bancorp Inc. Common Stock,United States,,Finance,Major Banks
EXAS,Exact Sciences Corporation Common Stock,United States,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXC,Exelon Corporation Common Stock,United States,,Public Utilities,Power Generation
EXEL,Exelixis Inc. Common Stock,United States,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EXFO,EXFO Inc,Canada,,Capital Goods,Electrical Products
EXLS,ExlService Holdings Inc. Common Stock,United States,2006,Miscellaneous,Business Services
EXPC,Experience Investment Corp. Class A Common Stock,United States,2019,Miscellaneous,Business Services
EXPCU,Experience Investment Corp. Unit,United States,2019,Miscellaneous,Business Services
EXPCW,Experience Investment Corp. Warrants,United States,2019,Miscellaneous,Business Services
EXPD,Expeditors International of Washington Inc. Common Stock,United States,,Transportation,Oil Refining/Marketing
EXPE,Expedia Group Inc. Common Stock,United States,,Consumer Services,Transportation Services
EXPI,eXp World Holdings Inc. Common Stock,United States,,Finance,Real Estate
EXPO,Exponent Inc. Common Stock,United States,,Consumer Services,Professional Services
EXTR,Extreme Networks Inc. Common Stock,United States,1999,Technology,Computer Communications Equipment
EYE,National Vision Holdings Inc. Common Stock,United States,2017,Health Care,Ophthalmic Goods
EYEG,Eyegate Pharmaceuticals Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
EYEN,Eyenovia Inc. Common Stock,United States,2018,Health Care,Major Pharmaceuticals
EYES,Second Sight Medical Products Inc. Common Stock,United States,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EYESW,Second Sight Medical Products Inc. Warrants expiring 03/14/2024,United States,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EYPT,EyePoint Pharmaceuticals Inc. Common Stock,United States,,Capital Goods,Biotechnology: Laboratory Analytical Instruments
EZGO,EZGO Technologies Ltd. Ordinary Shares,China,2021,Consumer Non-Durables,Motor Vehicles
EZPW,EZCORP Inc. Class A Non Voting Common Stock,United States,1991,Consumer Services,Other Specialty Stores
FAMI,Farmmi Inc. Ordinary Shares,China,2018,Consumer Non-Durables,Packaged Foods
FANG,Diamondback Energy Inc. Commmon Stock,United States,2012,Energy,Oil & Gas Production
FANH,Fanhua Inc. American Depositary Shares,China,,Finance,Specialty Insurers
FARM,Farmer Brothers Company Common Stock,United States,,Consumer Non-Durables,Packaged Foods
FARO,FARO Technologies Inc. Common Stock,United States,1997,Capital Goods,Industrial Machinery/Components
FAST,Fastenal Company Common Stock,United States,1987,Consumer Services,RETAIL: Building Materials
FAT,FAT Brands Inc. Common Stock,United States,2017,Consumer Services,Restaurants
FATBP,FAT Brands Inc. 8.25% Series B Cumulative Preferred Stock,United States,,Consumer Services,Restaurants
FATBW,FAT Brands Inc. Warrant,United States,,Consumer Services,Restaurants
FATE,Fate Therapeutics Inc. Common Stock,United States,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FB,Facebook Inc. Class A Common Stock,United States,2012,Technology,Computer Software: Programming Data Processing
FBIO,Fortress Biotech Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
FBIOP,Fortress Biotech Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,,Health Care,Major Pharmaceuticals
FBIZ,First Business Financial Services Inc. Common Stock,United States,,Finance,Major Banks
FBMS,First Bancshares Inc.,United States,,Finance,Major Banks
FBNC,First Bancorp Common Stock,United States,1987,Finance,Major Banks
FBRX,Forte Biosciences Inc. Common Stock,United States,2017,Health Care,Major Pharmaceuticals
FBSS,Fauquier Bankshares Inc. Common Stock,United States,,Finance,Major Banks
FCAC,Falcon Capital Acquisition Corp. Class A Common Stock,United States,2020,Health Care,Medical/Nursing Services
FCACU,Falcon Capital Acquisition Corp. Unit,United States,2020,Health Care,Medical/Nursing Services
FCACW,Falcon Capital Acquisition Corp. Warrant,United States,2020,Health Care,Medical/Nursing Services
FCAP,First Capital Inc. Common Stock,United States,,Finance,Savings Institutions
FCBC,First Community Bankshares Inc. (VA) Common Stock,United States,,Finance,Major Banks
FCBP,First Choice Bancorp Common Stock,United States,,Finance,Major Banks
FCCO,First Community Corporation Common Stock,United States,,Finance,Major Banks
FCCY,1st Constitution Bancorp (NJ) Common Stock,United States,,Finance,Savings Institutions
FCEL,FuelCell Energy Inc. Common Stock,United States,,Miscellaneous,Industrial Machinery/Components
FCFS,FirstCash Inc. Common Stock,United States,1991,Consumer Services,Other Specialty Stores
FCNCA,First Citizens BancShares Inc. Class A Common Stock,United States,,Finance,Major Banks
FCNCP,First Citizens BancShares Inc. Depositary Shares,United States,,Finance,Major Banks
FCRD,First Eagle Alternative Capital BDC Inc. Common Stock,United States,,,
FDBC,Fidelity D & D Bancorp Inc. Common Stock,United States,,Finance,Major Banks
FDMT,4D Molecular Therapeutics Inc. Common Stock,United States,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FDUS,Fidus Investment Corporation Common Stock,United States,2011,,
FDUSG,Fidus Investment Corporation 5.375% Notes Due 2024,United States,,,
FDUSZ,Fidus Investment Corporation 6% Notes due 2024,United States,,,
FEIM,Frequency Electronics Inc. Common Stock,United States,,Capital Goods,Electrical Products
FELE,Franklin Electric Co. Inc. Common Stock,United States,,Consumer Durables,Metal Fabrications
